AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N/ENROLL,N/EOT,N/GRADE,N/INCOMP,N/NOCRED,N/PASS,N/Ret,PCT/A,PCT/B,PCT/C,PCT/C_MINUS_OR_BELOW,PCT/D,PCT/DF,PCT/F,PCT/GRADE,PCT/INCOMP,PCT/WDRAW,RAP,Section,Subject,Subject_Label,Workload/Hrs_Wk,Workload/Raw,YearTerm,Instructors/0/group,Instructors/0/name,Instructors/0/title,Instructors/1/group,Instructors/1/name,Instructors/1/title,Instructors/2/group,Instructors/2/name,Instructors/2/title
3.52,LEC - Lecture,4.35,5.12,2200,"Women, Literature, and the Arts",2XXX,AS,WMST,SS,0,3,P  - In Person,Lower,1,1,39,37,37,0,0,0,17,0.59,0.35,0.05,0.03,0,0,0,1,0,0.05,0,001,WMST,Womens Studies,4-6,1.88,20137,3 Supp,"MILES, MICHELLE DENISE",INSTRUCTOR ADJUNCT,,,,,,
2.87,LEC - Lecture,4.65,4.74,2400,Women of Color and Activism,2XXX,AS,WMST,SS,0,3,P  - In Person,Lower,1,1,30,28,28,0,0,0,23,0.43,0.21,0.25,0.11,0.04,0.11,0.07,1,0,0.07,0,001,WMST,Womens Studies,7-9,2.55,20137,1 TTT,"DAVID, EMMANUEL A.",ASST PROFESSOR,,,,,,
2.71,LEC - Lecture,4.69,5.08,2600,"Gender, Race, and Class in a Global Context",2XXX,AS,WMST,SS,0,3,P  - In Person,Lower,1,1,49,48,48,0,0,0,36,0.19,0.44,0.33,0.08,0.02,0.04,0.02,1,0,0.02,0,001,WMST,Womens Studies,4-6,2.20,20137,1 TTT,"BAYARD DE VOLO, LORRAINE M.",ASSOCIATE PROFESSOR,,,,,,
3.18,SEM - Seminar,4.75,5.22,3311,"Gender and U.S. Politics:  Protest, Polls and Policy",3XXX,AS,WMST,SS,0,3,P  - In Person,Upper,2,1,74,73,73,0,0,0,49,0.25,0.7,0.05,0,0,0,0,1,0,0.01,0,001,WMST,Womens Studies,4-6,2.19,20137,1 TTT,"MONTOYA KIRK, CELESTE MARIE",ASST PROFESSOR,,,,,,
3.02,LEC - Lecture,5.06,5.65,3700,Topics in U.S. Gender and Sexuality Studies,3XXX,AS,WMST,SS,0,3,P  - In Person,Upper,1,1,19,18,18,0,0,0,17,0.33,0.39,0.22,0.11,0.06,0.06,0,1,0,0.05,0,001,WMST,Womens Studies,7-9,3.00,20137,3 Supp,"OLIVIERO, KATHRYN ELIZABETH",VISITING ASST PROFESSOR,,,,,,
2.83,LEC - Lecture,3.92,4.04,3710,Topics in Global Gender and Sexuality Studies,3XXX,AS,WMST,SS,0,3,P  - In Person,Upper,2,1,25,24,22,2,0,0,24,0.14,0.55,0.32,0,0,0,0,0.93,0.07,0.04,0,001,WMST,Womens Studies,4-6,2.35,20137,1 TTT,"MISRI, DEEPTI",ASST PROFESSOR,,,,,,
2.46,LEC - Lecture,4.87,5.33,3710,Topics in Global Gender and Sexuality Studies,3XXX,AS,WMST,SS,0,3,P  - In Person,Upper,1,1,29,29,28,1,0,0,23,0.14,0.46,0.21,0.25,0.11,0.18,0.07,0.97,0.03,0,0,002,WMST,Womens Studies,7-9,2.74,20137,1 TTT,"BAYARD DE VOLO, LORRAINE M.",ASSOCIATE PROFESSOR,,,,,,
3.22,SEM - Seminar,5.56,5.65,4300,"Sex, Power, Politics: International Perspectives",4XXX,AS,WMST,SS,0,3,P  - In Person,Upper,1,1,43,41,40,1,0,0,34,0.47,0.4,0.1,0.02,0,0.02,0.02,0.98,0.02,0.05,0,001,WMST,Womens Studies,7-9,2.59,20137,1 TTT,"BUFFINGTON, ROBERT MARSHALL",ASSOCIATE PROFESSOR,,,,,,
3.29,LEC - Lecture,5.2,5.8,4500,Gender Politics and Global Activism,4XXX,AS,WMST,SS,0,3,P  - In Person,Upper,2,1,22,22,22,0,0,0,15,0.32,0.68,0,0,0,0,0,1,0,0,0,001,WMST,Womens Studies,7-9,2.50,20137,1 TTT,"MONTOYA KIRK, CELESTE MARIE",ASST PROFESSOR,,,,,,
3.97,SEM - Seminar,5.13,5.5,6190,Feminist Methodology,6XXX,AS,WMST,SS,0,3,P  - In Person,Masters,1,1,10,10,10,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,001,WMST,Womens Studies,7-9,3.14,20137,1 TTT,"JAGGAR, ALISON M",PROFESSOR,,,,,,
2.89,LEC - Lecture,5.27,5.82,3220,Corporate Financial Reporting 1,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,14,14,14,0,0,0,11,0.29,0.43,0.29,0.07,0,0,0,1,0,0,0,001,ACCT,Accounting,7-9,3.27,20137,2 Other reg,"NEIL, JOSHUA RYAN",INSTRUCTOR,,,,,,
2.86,LEC - Lecture,5.18,5.63,3220,Corporate Financial Reporting 1,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,37,35,35,0,0,0,27,0.31,0.43,0.17,0.11,0,0.09,0.09,1,0,0.05,0,002,ACCT,Accounting,7-9,3.36,20137,2 Other reg,"NEIL, JOSHUA RYAN",INSTRUCTOR,,,,,,
2.66,LEC - Lecture,5.41,5.83,3220,Corporate Financial Reporting 1,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,40,36,36,0,0,0,29,0.25,0.36,0.31,0.25,0.06,0.08,0.03,1,0,0.1,0,003,ACCT,Accounting,7-9,3.15,20137,2 Other reg,"NEIL, JOSHUA RYAN",INSTRUCTOR,,,,,,
2.67,LEC - Lecture,5.3,5.65,3220,Corporate Financial Reporting 1,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,39,38,37,1,0,0,23,0.24,0.41,0.22,0.19,0.11,0.14,0.03,0.97,0.03,0.03,0,004,ACCT,Accounting,7-9,3.48,20137,2 Other reg,"NEIL, JOSHUA RYAN",INSTRUCTOR,,,,,,
3.05,LEC - Lecture,5.37,5.81,3220,Corporate Financial Reporting 1,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,49,47,46,1,0,0,43,0.43,0.26,0.24,0.11,0.07,0.07,0,0.98,0.02,0.04,0,006,ACCT,Accounting,7-9,2.92,20137,1 TTT,"JAGOLINZER, ALAN DAVID",ASSOCIATE PROFESSOR,,,,,,
2.9,LEC - Lecture,5.26,5.8,3220,Corporate Financial Reporting 1,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,43,43,41,2,0,0,35,0.22,0.44,0.32,0.05,0.02,0.02,0,0.95,0.05,0,0,008,ACCT,Accounting,7-9,2.86,20137,1 TTT,"JAGOLINZER, ALAN DAVID",ASSOCIATE PROFESSOR,,,,,,
2.86,LEC - Lecture,4.95,4.97,3230,Corporate Financial Reporting 2,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,50,49,49,0,0,0,38,0.24,0.43,0.31,0.14,0.02,0.02,0,1,0,0.02,0,001,ACCT,Accounting,7-9,2.78,20137,4 TA Cred,"BLACK, JONATHAN D",RESEARCH ASSISTANT,,,,,,
3.26,LEC - Lecture,4.67,5.67,3320,Cost Management,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,45,45,45,0,0,0,45,0.38,0.56,0.07,0,0,0,0,1,0,0,0,001,ACCT,Accounting,4-6,2.36,20137,2 Other reg,"WILLIS, MICHAEL JARED",SENIOR INSTRUCTOR,,,,,,
2.78,LEC - Lecture,4.77,5.55,3320,Cost Management,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,32,31,31,0,0,0,32,0.19,0.42,0.39,0.1,0,0,0,1,0,0.03,0,002,ACCT,Accounting,4-6,2.23,20137,2 Other reg,"WILLIS, MICHAEL JARED",SENIOR INSTRUCTOR,,,,,,
3.09,LEC - Lecture,5.2,5.4,4240,Advanced Financial Accounting,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,28,25,25,0,0,0,10,0.32,0.44,0.24,0.04,0,0,0,1,0,0.11,0,001,ACCT,Accounting,10-12,3.50,20137,2 Other reg,"JOHNSTON, RANDY DONALD",SENIOR INSTRUCTOR,,,,,,
2.26,LEC - Lecture,4.74,5.26,4240,Advanced Financial Accounting,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,17,14,14,0,0,0,19,0.29,0.21,0.14,0.36,0.14,0.36,0.21,1,0,0.17,0,002,ACCT,Accounting,7-9,3.42,20137,2 Other reg,"JOHNSTON, RANDY DONALD",SENIOR INSTRUCTOR,,,,,,
2.76,LEC - Lecture,3.42,3.85,4250,Financial Statement Analysis,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,28,28,28,0,0,0,26,0.18,0.46,0.32,0.11,0,0.04,0.04,1,0,0,0,002,ACCT,Accounting,7-9,2.84,20137,2 Other reg,"HALL, RENEE ARLENE",SENIOR INSTRUCTOR,,,,,,
3.3,LEC - Lecture,5.6,5.89,4440,Income Taxation of Individuals,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,77,77,77,0,0,0,72,0.4,0.49,0.09,0.01,0.01,0.01,0,1,0,0,0,001,ACCT,Accounting,7-9,2.56,20137,2 Other reg,"MORLEY, SUSAN",SENIOR INSTRUCTOR,,,,,,
3.15,LEC - Lecture,2.82,2.89,4540,Accounting Information Systems,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,40,40,40,0,0,0,28,0.35,0.5,0.12,0.02,0.02,0.02,0,1,0,0,0,002,ACCT,Accounting,7-9,2.63,20137,3 Supp,"CLARK, LISA A",LECTURER,,,,,,
3.24,LEC - Lecture,4.88,5.31,4620,Auditing and Assurance Services,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,49,49,49,0,0,0,48,0.29,0.65,0.06,0,0,0,0,1,0,0,0,001,ACCT,Accounting,4-6,2.25,20137,1 TTT,"FREDERICK, DAVID M",ASSOCIATE PROFESSOR,,,,,,
3.12,LEC - Lecture,4.62,5.35,4620,Auditing and Assurance Services,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,41,41,41,0,0,0,37,0.2,0.71,0.1,0,0,0,0,1,0,0,0,002,ACCT,Accounting,4-6,2.39,20137,1 TTT,"FREDERICK, DAVID M",ASSOCIATE PROFESSOR,,,,,,
3.56,LEC - Lecture,4.47,4.95,4800,Accounting for Government and Nonprofit Organizations,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,19,19,19,0,0,0,19,0.63,0.26,0.11,0,0,0,0,1,0,0,0,001,ACCT,Accounting,4-6,1.95,20137,3 Supp,"BELLA, RONALD S.",LECTURER,,,,,,
3.19,LEC - Lecture,4.92,5,4820,Topics in Business,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,39,38,38,0,0,0,36,0.32,0.58,0.11,0,0,0,0,1,0,0.02,0,001,ACCT,Accounting,7-9,2.50,20137,3 Supp,"GIEHL, ALAN JOSEPH",LECTURER,,,,,,
2.91,SEM - Seminar,5.12,5.19,4850,Senior Seminar - Accounting Ethics,4XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,33,32,32,0,0,0,26,0.31,0.34,0.31,0.09,0,0.03,0.03,1,0,0.03,0,001,ACCT,Accounting,4-6,2.42,20137,2 Other reg,"JOHNSTON, RANDY DONALD",SENIOR INSTRUCTOR,,,,,,
3.41,LEC - Lecture,5.18,5.27,5700,International Accounting,5XXX,BU,BADM,,0,3,P  - In Person,Masters,1,1,52,52,52,0,0,0,45,0.5,0.46,0.04,0,0,0,0,1,0,0,0,002,ACCT,Accounting,7-9,2.75,20137,1 TTT,"JAGOLINZER, ALAN DAVID",ASSOCIATE PROFESSOR,,,,,,
,SEM - Seminar,5.17,5.67,1250,First Year Seminar for Business,1XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,14,12,,0,0,12,12,,,,,,,,,,,1,806,BADM,Business Administration,4-6,1.50,20137,3 Supp,"RAMSAY, LAUREN JILL",ACADEMIC SERVICES PRGM DIR,,,,,,
,SEM - Seminar,4.7,5.54,1250,First Year Seminar for Business,1XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,13,11,,0,0,11,11,,,,,,,,,,,1,811,BADM,Business Administration,0-3,1.45,20137,3 Supp,"RAMSAY, LAUREN JILL",ACADEMIC SERVICES PRGM DIR,,,,,,
,SEM - Seminar,4.2,5.2,1250,First Year Seminar for Business,1XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,16,16,,0,0,16,15,,,,,,,,,,,1,812,BADM,Business Administration,4-6,1.50,20137,3 Supp,"RAMSAY, LAUREN JILL",ACADEMIC SERVICES PRGM DIR,,,,,,
,SEM - Seminar,4.06,5.31,1250,First Year Seminar for Business,1XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,17,17,,0,0,16,16,,,,,,,,,,,1,813,BADM,Business Administration,0-3,1.31,20137,3 Supp,"RAMSAY, LAUREN JILL",ACADEMIC SERVICES PRGM DIR,,,,,,
,SEM - Seminar,3.92,5.08,1250,First Year Seminar for Business,1XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,14,14,,0,0,14,13,,,,,,,,,,,1,814,BADM,Business Administration,0-3,1.00,20137,3 Supp,"RAMSAY, LAUREN JILL",ACADEMIC SERVICES PRGM DIR,,,,,,
,SEM - Seminar,4.57,5.4,1250,First Year Seminar for Business,1XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,16,16,,0,0,16,15,,,,,,,,,,,1,816,BADM,Business Administration,0-3,1.27,20137,3 Supp,"RAMSAY, LAUREN JILL",ACADEMIC SERVICES PRGM DIR,,,,,,
,MLS - Main Lab,5,5.21,2010,Excel Lab,2XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,46,46,,0,0,44,34,,,,,,,,,,,0,001,BADM,Business Administration,0-3,1.06,20137,2 Other reg,"ZIKMUND, NOAH TODD",INSTRUCTOR,,,,,,
,MLS - Main Lab,4.77,5.26,2010,Excel Lab,2XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,47,46,,0,0,42,39,,,,,,,,,,,0,002,BADM,Business Administration,0-3,1.08,20137,2 Other reg,"ZIKMUND, NOAH TODD",INSTRUCTOR,,,,,,
,MLS - Main Lab,5.6,5.67,2010,Excel Lab,2XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,17,16,,0,0,16,15,,,,,,,,,,,1,800,BADM,Business Administration,0-3,1.20,20137,2 Other reg,"OEST, DONALD G",INSTRUCTOR,,,,,,
,MLS - Main Lab,5.2,5.4,2010,Excel Lab,2XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,11,11,,0,0,10,10,,,,,,,,,,,1,801,BADM,Business Administration,0-3,1.00,20137,2 Other reg,"OEST, DONALD G",INSTRUCTOR,,,,,,
,MLS - Main Lab,5.38,5.69,2010,Excel Lab,2XXX,BU,BADM,,0,1,P  - In Person,Lower,1,1,17,17,,0,0,17,16,,,,,,,,,,,1,802,BADM,Business Administration,0-3,1.20,20137,3 Supp,"SCHAUB, KEVIN D.",LECTURER,,,,,,
,LEC - Lecture,4.36,5.09,3100,Professional Development,3XXX,BU,BADM,,0,1,P  - In Person,Upper,1,1,27,27,,0,0,26,11,,,,,,,,,,,0,001,BADM,Business Administration,0-3,1.00,20137,3 Supp,"FISHBURN, JOAN MARIE",ACADEMIC SERVICES PROFESSIONAL,,,,,,
,LEC - Lecture,4.57,5.09,3100,Professional Development,3XXX,BU,BADM,,0,1,P  - In Person,Upper,1,1,25,25,,0,0,25,22,,,,,,,,,,,0,002,BADM,Business Administration,0-3,1.00,20137,3 Supp,"SHADER, KATHLEEN ALLMAN",ACADEMIC SERVICES PROFESSIONAL,,,,,,
,LEC - Lecture,5.33,5.78,3100,Professional Development,3XXX,BU,BADM,,0,1,P  - In Person,Upper,1,1,20,20,,0,0,20,9,,,,,,,,,,,0,005,BADM,Business Administration,0-3,1.11,20137,3 Supp,"BAUMGARTEN, JESSICA J",ACADEMIC SERVICES SENIOR PROF,,,,,,
,LEC - Lecture,5.13,5.5,3100,Professional Development,3XXX,BU,BADM,,0,1,P  - In Person,Upper,1,1,26,25,,0,0,25,16,,,,,,,,,,,0,006,BADM,Business Administration,0-3,1.00,20137,3 Supp,"FISHBURN, JOAN MARIE",ACADEMIC SERVICES PROFESSIONAL,,,,,,
2.75,LEC - Lecture,4.87,5.52,1010,The World of Business,1XXX,BU,BADM,,0,3,P  - In Person,Lower,2,1,201,194,194,0,0,0,155,0.16,0.46,0.28,0.14,0.06,0.09,0.03,1,0,0.03,0,100,BCOR,Business Core,7-9,2.63,20137,2 Other reg,"CROSS, BETH E",INSTRUCTOR,,,,,,
2.83,LEC - Lecture,4.93,5.59,1010,The World of Business,1XXX,BU,BADM,,0,3,P  - In Person,Lower,2,1,194,188,188,0,0,0,150,0.18,0.48,0.27,0.1,0.05,0.07,0.02,1,0,0.03,0,200,BCOR,Business Core,7-9,2.79,20137,2 Other reg,"BORUM, JOHN OWEN",INSTRUCTOR,,,,,,
2.75,LEC - Lecture,4.85,5.4,1010,The World of Business,1XXX,BU,BADM,,0,3,P  - In Person,Lower,2,1,188,180,180,0,0,0,144,0.11,0.56,0.23,0.17,0.1,0.11,0.01,1,0,0.04,0,300,BCOR,Business Core,7-9,2.70,20137,2 Other reg,"OEST, DONALD G",INSTRUCTOR,,,,,,
2.65,LEC - Lecture,4.39,5.05,1020,Business Statistics,1XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,71,69,69,0,0,0,57,0.22,0.36,0.3,0.19,0.1,0.12,0.01,1,0,0.03,0,100,BCOR,Business Core,4-6,2.31,20137,2 Other reg,"SEWARD, LORI ELIZABETH",SENIOR INSTRUCTOR,,,,,,
2.57,LEC - Lecture,4.43,5.02,1020,Business Statistics,1XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,71,68,67,1,0,0,46,0.24,0.34,0.27,0.21,0.07,0.15,0.07,0.99,0.01,0.04,0,200,BCOR,Business Core,4-6,2.34,20137,2 Other reg,"IYENGAR, KISHEN P",INSTRUCTOR,,,,,,
2.61,LEC - Lecture,4.42,4.78,1020,Business Statistics,1XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,77,73,73,0,0,0,55,0.19,0.45,0.23,0.18,0.05,0.12,0.07,1,0,0.05,0,300,BCOR,Business Core,7-9,2.57,20137,2 Other reg,"IYENGAR, KISHEN P",INSTRUCTOR,,,,,,
2.32,LEC - Lecture,3.59,4.32,2000,Accounting and Financial Analysis,2XXX,BU,BADM,,0,4,P  - In Person,Lower,2,1,301,291,291,0,0,0,115,0.13,0.32,0.4,0.38,0.13,0.15,0.02,1,0,0.03,0,100,BCOR,Business Core,7-9,3.29,20137,1 TTT,"ROGERS, JONATHAN L",ASSOCIATE PROFESSOR,,,,,,
2.17,LEC - Lecture,3.97,5.11,2000,Accounting and Financial Analysis,2XXX,BU,BADM,,0,4,P  - In Person,Lower,2,1,268,257,255,2,0,0,67,0.12,0.24,0.44,0.45,0.18,0.21,0.03,0.99,0.01,0.04,0,200,BCOR,Business Core,7-9,3.26,20137,1 TTT,"ROGERS, JONATHAN L",ASSOCIATE PROFESSOR,,,,,,
2.68,LEC - Lecture,4.76,5.46,2200,Introductory Finance,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,231,228,228,0,0,0,171,0.2,0.41,0.31,0.14,0.06,0.08,0.02,1,0,0.01,0,100,BCOR,Business Core,7-9,2.79,20137,2 Other reg,"NELSON, THOMAS CAVETT",SENIOR INSTRUCTOR,,,,,,
2.83,LEC - Lecture,4.46,5.59,2300,Adding Value with Management,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,86,86,86,0,0,0,64,0.13,0.64,0.21,0.08,0.01,0.02,0.01,1,0,0,0,200,BCOR,Business Core,4-6,2.14,20137,3 Supp,"SCHAUB, KEVIN D.",LECTURER,,,,,,
2.94,LEC - Lecture,4.29,5.27,2300,Adding Value with Management,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,209,206,206,0,0,0,179,0.18,0.62,0.18,0.03,0.02,0.02,0,1,0,0.01,0,300,BCOR,Business Core,4-6,2.12,20137,3 Supp,"SCHAUB, KEVIN D.",LECTURER,,,,,,
2.24,LEC - Lecture,3.74,4.22,2300,Adding Value with Management,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,207,194,194,0,0,0,130,0.06,0.35,0.47,0.3,0.06,0.12,0.06,1,0,0.06,0,500,BCOR,Business Core,4-6,2.25,20137,2 Other reg,"PAPUZZA, ANTONIO",INSTRUCTOR,,,,,,
2.89,LEC - Lecture,3.85,3.98,2400,Fundamentals of Marketing,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,250,249,227,22,0,0,133,0.21,0.53,0.22,0.08,0.02,0.03,0.01,0.91,0.09,0,0,100,BCOR,Business Core,4-6,2.45,20137,2 Other reg,"WADDELL, JAY L",INSTRUCTOR,,,,,,
2.69,LEC - Lecture,4.35,4.66,2400,Fundamentals of Marketing,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,246,243,213,30,0,0,114,0.15,0.49,0.29,0.13,0.06,0.07,0.01,0.88,0.12,0.01,0,200,BCOR,Business Core,7-9,2.50,20137,2 Other reg,"WADDELL, JAY L",INSTRUCTOR,,,,,,
2.85,LEC - Lecture,4.61,5.09,2500,Introduction to Operations and Information Management,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,1,174,174,172,2,0,0,66,0.15,0.59,0.23,0.06,0.02,0.03,0.01,0.99,0.01,0,0,100,BCOR,Business Core,7-9,3.06,20137,2 Other reg,"STOCKTON, KEITH MICHAEL",INSTRUCTOR,,,,,,
2.8,LEC - Lecture,5.03,5.48,3000,"Business Law, Ethics, and Public Policy",3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,207,201,201,0,0,0,87,0.26,0.35,0.32,0.13,0.05,0.06,0,1,0,0.03,0,100,BCOR,Business Core,4-6,2.26,20137,2 Other reg,"BALLANTINE, JOHN T",SENIOR INSTRUCTOR,,,,,,
2.99,LEC - Lecture,5.22,5.7,3000,"Business Law, Ethics, and Public Policy",3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,240,238,235,3,0,0,169,0.25,0.51,0.23,0.03,0.01,0.02,0,0.99,0.01,0.01,0,200,BCOR,Business Core,4-6,2.44,20137,2 Other reg,"BORUM, JOHN OWEN",INSTRUCTOR,,,,,,
3.08,LEC - Lecture,4.32,5.75,3010,Business Applications of Social Responsibility,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,50,50,49,1,0,0,46,0.31,0.53,0.16,0.02,0,0,0,0.98,0.02,0,0,001,BCOR,Business Core,4-6,2.00,20137,2 Other reg,"STAPP, ELIZABETH COLE",INSTRUCTOR,,,,,,
2.98,LEC - Lecture,4.76,5.74,3010,Business Applications of Social Responsibility,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,50,49,49,0,0,0,46,0.2,0.59,0.18,0.04,0,0.02,0.02,1,0,0.02,0,002,BCOR,Business Core,4-6,2.20,20137,2 Other reg,"STAPP, ELIZABETH COLE",INSTRUCTOR,,,,,,
3.03,LEC - Lecture,4.82,5.77,3010,Business Applications of Social Responsibility,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,50,50,50,0,0,0,44,0.24,0.6,0.16,0.08,0,0,0,1,0,0,0,003,BCOR,Business Core,4-6,2.42,20137,2 Other reg,"MCMAHON, KEVIN CHRISTOPHER",INSTRUCTOR,,,,,,
2.82,LEC - Lecture,4.58,5.6,3010,Business Applications of Social Responsibility,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,50,49,49,0,0,0,41,0.16,0.51,0.33,0.06,0,0,0,1,0,0.02,0,004,BCOR,Business Core,4-6,2.05,20137,2 Other reg,"MILBURN, CATHERINE KNOLL",SENIOR INSTRUCTOR,,,,,,
2.83,LEC - Lecture,5.19,5.93,3010,Business Applications of Social Responsibility,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,50,50,50,0,0,0,43,0.2,0.46,0.34,0.08,0,0,0,1,0,0,0,005,BCOR,Business Core,4-6,2.43,20137,2 Other reg,"MCMAHON, KEVIN CHRISTOPHER",INSTRUCTOR,,,,,,
2.98,LEC - Lecture,3.29,3.92,3010,Business Applications of Social Responsibility,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,50,49,49,0,0,0,38,0.2,0.53,0.27,0.08,0,0,0,1,0,0.02,0,006,BCOR,Business Core,4-6,2.11,20137,3 Supp,"STOUT, NANCY YALE",LECTURER,,,,,,
2.67,LEC - Lecture,4.07,4.74,3010,Business Applications of Social Responsibility,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,33,33,33,0,0,0,27,0.24,0.36,0.27,0.21,0.12,0.12,0,1,0,0,0,007,BCOR,Business Core,7-9,2.63,20137,3 Supp,"STOUT, NANCY YALE",LECTURER,,,,,,
3.2,LEC - Lecture,4.34,5.08,4120,Advanced Business Law,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,46,46,46,0,0,0,38,0.33,0.54,0.13,0.02,0,0,0,1,0,0,0,001,BSLW,Business Law,4-6,2.13,20137,2 Other reg,"BALLANTINE, JOHN T",SENIOR INSTRUCTOR,,,,,,
3.11,LEC - Lecture,5.04,5.64,4120,Advanced Business Law,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,31,31,31,0,0,0,25,0.32,0.52,0.16,0.06,0,0,0,1,0,0,0,002,BSLW,Business Law,7-9,2.54,20137,2 Other reg,"BALLANTINE, JOHN T",SENIOR INSTRUCTOR,,,,,,
2.41,LEC - Lecture,4.89,5.26,2001,Principles of Marketing and Management,2XXX,BU,BADM,,0,3,P  - In Person,Lower,1,2,150,146,146,0,0,0,120,0.1,0.34,0.48,0.19,0.08,0.09,0.01,1,0,0.03,0,001,BUSM,Business Minor,4-6,2.28,20137,3 Supp,"BENNETT, DOUGLAS P",LECTURER,1 TTT,"LICHTENSTEIN, DONALD",PROFESSOR,,,
3.16,LEC - Lecture,4.75,5.38,4005,Business Solutions for the Developing World: Learning through Service,4XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,28,28,28,0,0,0,24,0.36,0.5,0.14,0,0,0,0,1,0,0,0,001,CESR,Curr Emphasis in Soc Respnsbly,4-6,2.39,20137,3 Supp,"REZNICEK, BIRDIE C",LECTURER,,,,,,
3.19,LEC - Lecture,5,5.83,4827,Integrated Reporting for Socially Responsible Strategies,4XXX,BU,BADM,,0,3,P  - In Person,Upper,2,1,26,26,26,0,0,0,24,0.19,0.77,0.04,0.04,0,0,0,1,0,0,0,001,CESR,Curr Emphasis in Soc Respnsbly,4-6,2.27,20137,2 Other reg,"MILBURN, CATHERINE KNOLL",SENIOR INSTRUCTOR,,,,,,
3.14,LEC - Lecture,5.33,5.57,3100,Introduction to Entrepreneurship,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,30,30,30,0,0,0,30,0.23,0.63,0.13,0,0,0,0,1,0,0,0,001,ESBM,Entrepren & Small Bus Mgmt,7-9,2.59,20137,1 TTT,"YORK, JEFFREY GLENN",ASST PROFESSOR,,,,,,
3.23,LEC - Lecture,4.78,4.59,3100,Introduction to Entrepreneurship,3XXX,BU,BADM,,0,3,P  - In Person,Upper,1,1,35,34,34,0,0,0,32,0.35,0.56,0.09,0,0,0,0,1,0,0.03,0,003,ESBM,Entrepren & Small Bus Mgmt,4-6,2.35,20137,2 Other reg,"ZIKMUND, NOAH TODD",INSTRUCTOR,,,,,,
